period,shortrate,gdp_rpc,conso_rpc,inves_rpc,defgdp,wage_rph,hours_pc,pinves_defl,pconso_defl,employ
2016Q3,-0.002982,0.00487653483877209,0.00387487635651288,0.00645080116495877,0.00213799977808433,0.00517124467837091,0.000759730424872541,0.00127567056649804,0.000115585783696323,0.00324466164487364
2016Q4,-0.003125,0.00764317097577754,0.00676903030431659,0.0153192329415678,0.00100673026269639,0.00553791641764559,0.00268574336712667,0.00291551214623358,0.00260716750066712,0.00352489297015699
2017Q1,-0.003278,0.00689323175949704,0.00456451133751768,-0.0115251029195028,0.00309772011967951,0.00147887238926659,0.00587794214923918,0.000601967928370813,0.00278199137328528,0.00428561636069373
2017Q2,-0.003299,0.00799472199378,0.00402247668446452,0.0724506978141499,0.0046610194978855,0.000973740241160611,0.0034739917091299,0.00455675915733998,-0.00329621182137202,0.00413406070862284
2017Q3,-0.003296,0.00797518934989219,0.00595282377199045,-0.0427391387834802,0.00205948567199559,0.00341495120235084,0.0037426084320319,-0.00313348427163345,-0.000733600588672101,0.00468388174384902
2017Q4,-0.003289,0.00823578956987995,0.00465909231768749,0.00731725705748695,0.0043818939844721,0.00161911774637185,0.00570098629756799,-0.0011260966806286,-0.000885548632206493,0.00364468256099819
2018Q1,-0.003283,0.000184132741432208,0.00570970435670939,0.00199298748760244,0.00382304466075729,0.00557828018598434,-0.000238957570699013,0.00137910738025405,0.00164663260062679,0.00484653142224008
2018Q2,-0.003252,0.00559090625878029,0.00143353772467618,0.0195177102680821,0.00330699611665214,-0.00135971144952252,0.00990411805077232,0.00257773769256709,4.83733255346694e-05,0.00511775261815227
2018Q3,-0.003195,0.000432684067439779,-1.65456939912975e-05,0.00496833810861665,0.00457700018752969,0.00263853377973428,0.00261502818540219,0.00345951912613008,0.000480570001146661,0.00317131452355947
2018Q4,-0.003155,0.00672927181853922,0.0059274012848357,0.0427173781540784,0.00461036925086014,0.00147958079310856,0.00248763048869013,0.00201958991933976,-0.00188225159571566,0.00302865960621395
2019Q1,-0.003085,0.00654564073203361,0.00615579218699788,-0.0226300137325319,0.0040043343550101,0.000835933577903979,0.00647475528217111,-0.00249869244956098,-0.0034868323347358,0.00532242357886621
2019Q2,-0.003169,0.00343376922304399,-0.000104698950013901,0.0681406191308864,0.0036476389215356,0.00906131966888339,-0.00291431726109069,0.00569813918686419,0.00142240172544295,0.00356664900599544
2019Q3,-0.003959,0.0025395124289358,0.00630162356829556,-0.0495478962716286,0.00491133320103048,0.00152613829285447,0.00112421331641775,-0.00543225074617546,-0.00321499525917665,0.00168602070219523
2019Q4,-0.004034,0.000606012062637131,0.00359630095467245,0.0889849559941791,0.00540226748944922,-0.00169946454515284,0.000355161012092173,0.00722951700505583,-0.00220690209696949,0.00208492005317941
2020Q1,-0.004054,-0.0337634121921024,-0.0440006126342163,-0.0503594037976336,0.0048257300133079,0.0296367479093565,-0.041610344354214,-0.00292915480041767,-0.00153305122346679,-0.00170698073526643
2020Q2,-0.003031,-0.121369908804875,-0.135234704178481,-0.210084497171362,0.0131802539818981,0.058972246438151,-0.148008672782874,-0.0186226013150558,-0.0133952480255995,-0.0303589118878573
2020Q3,-0.004712,0.117010215047145,0.131038830920468,0.145885249993985,-0.012535636734168,-0.0503209493403557,0.132860386665393,0.0115024223660813,0.00813603906874777,0.0115908026265301
2020Q4,-0.005227,-0.00209274279007348,-0.0275428091948924,0.0347519886551856,0.00826363799491944,0.00469634256944839,-0.0043886163424784,-0.00455437883976365,-0.00578311689235872,0.0058271905558023
2021Q1,-0.005423,0.000213035920499806,-0.0193393115879915,-0.0229375016866905,0.0064142222451526,-2.02118408616968e-05,-0.00342922099102464,0.00529885195211522,0.00667686083025616,-0.000262440119365896
2021Q2,-0.005405,0.019868975105219,0.0328110904405922,0.0194410831266025,0.0037595498097172,-0.0225743199902644,0.0339947571577011,0.0091788428701684,-0.000442738511442497,0.00768408135684873
2021Q3,-0.005458,0.0229823705784199,0.0434707202849594,-0.00614229838387399,0.0101999910035145,0.0112009406826765,0.0106011493863193,0.0108687578028747,-0.00327467634845409,0.0124283510847271
2021Q4,-0.005669,0.00602852305707256,0.00304903734124174,0.0338459735006474,0.00974876258682263,-0.00467270401070112,0.00770356511998805,0.00420779252074896,0.00488473191131179,0.00593013501813701
2022Q1,-0.005279,0.00635802528118753,0.00141551196463323,-0.00653163597770991,0.0127795648350699,-0.00734088496834957,0.0127487680183451,0.0102477820366973,0.00885717892004294,0.00597299389599387
2022Q2,-0.003533,0.00941692909291995,0.0109616165948522,0.00958465364359118,0.0111181297988224,-0.00424342790078632,0.00626100363676324,0.0108552684240309,0.00752357391433526,0.00407193203639409
2022Q3,0.004862,0.00424435814359908,0.00942862999622448,0.0394530559246924,0.0107004952176805,0.0043215100764638,5.78598436038202e-05,0.00217810050741853,0.00680101085979536,0.00338966600242939
